date,equity,close,shares,cash
2024-08-01,857213.07,1386.16,600,25517.07
2024-08-02,856787.07,1385.45,600,25517.07
2024-08-05,871523.07,1410.01,600,25517.07
2024-08-06,868337.07,1404.7,600,25517.07
2024-08-07,874817.07,1415.5,600,25517.07
2024-08-08,883931.07,1430.69,600,25517.07
2024-08-09,887597.07,1436.8,600,25517.07
2024-08-12,887177.07,1436.1,600,25517.07
2024-08-13,879323.07,1423.01,600,25517.07
2024-08-14,873497.07,1413.3,600,25517.07
2024-08-15,881651.07,1426.89,600,25517.07
2024-08-16,884237.07,1431.2,600,25517.07
2024-08-19,880781.07,1425.44,600,25517.07
2024-08-20,879149.07,1422.72,600,25517.07
2024-08-21,876065.07,1417.58,600,25517.07
2024-08-22,871547.07,1410.05,600,25517.07
2024-08-23,874511.07,1414.99,600,25517.07
2024-08-26,872717.07,1412.0,600,25517.07
2024-08-27,867959.07,1404.07,600,25517.07
2024-08-28,858917.07,1389.0,600,25517.07
2024-08-29,873497.07,1413.3,600,25517.07
2024-08-30,891431.07,1443.19,600,25517.07
2024-09-02,862517.07,1395.0,600,25517.07
2024-09-03,871517.07,1410.0,600,25517.07
2024-09-04,865517.07,1400.0,600,25517.07
2024-09-05,868445.07,1404.88,600,25517.07
2024-09-06,864317.07,1398.0,600,25517.07
2024-09-09,850517.07,1375.0,600,25517.07
2024-09-10,852317.07,1378.0,600,25517.07
2024-09-11,853517.07,1380.0,600,25517.07
2024-09-12,826553.07,1335.06,600,25517.07
2024-09-13,807995.07,1304.13,600,25517.07
2024-09-18,785657.07,1266.9,600,25517.07
2024-09-19,782117.07,1261.0,600,25517.07
2024-09-20,783869.07,1263.92,600,25517.07
2024-09-23,782441.07,1261.54,600,25517.07
2024-09-24,849077.07,1372.6,600,25517.07
2024-09-25,864917.07,1399.0,600,25517.07
2024-09-26,941724.45,1529.0,0,941724.45
2024-09-27,941724.45,1629.2,0,941724.45
2024-09-30,941724.45,1748.0,0,941724.45
2024-10-08,941724.45,1723.0,0,941724.45
2024-10-09,941724.45,1595.15,0,941724.45
2024-10-10,941724.45,1640.0,0,941724.45
2024-10-11,941724.45,1604.99,0,941724.45
2024-10-14,941724.45,1601.99,0,941724.45
2024-10-15,941724.45,1554.25,0,941724.45
2024-10-16,941724.45,1522.5,0,941724.45
2024-10-17,941724.45,1494.6,0,941724.45
2024-10-18,941724.45,1541.0,0,941724.45
2024-10-21,941724.45,1528.8,0,941724.45
2024-10-22,941724.45,1543.0,0,941724.45
2024-10-23,941724.45,1567.5,0,941724.45
2024-10-24,941724.45,1552.2,0,941724.45
2024-10-25,941724.45,1558.85,0,941724.45
2024-10-28,941724.45,1565.0,0,941724.45
2024-10-29,941724.45,1531.62,0,941724.45
2024-10-30,941724.45,1532.0,0,941724.45
2024-10-31,941724.45,1527.79,0,941724.45
2024-11-01,941724.45,1533.75,0,941724.45
2024-11-04,941724.45,1548.2,0,941724.45
2024-11-05,941724.45,1576.99,0,941724.45
2024-11-06,941724.45,1571.0,0,941724.45
2024-11-07,941724.45,1649.14,0,941724.45
2024-11-08,941724.45,1609.97,0,941724.45
2024-11-11,941724.45,1598.01,0,941724.45
2024-11-12,941724.45,1577.2,0,941724.45
2024-11-13,941724.45,1578.5,0,941724.45
2024-11-14,941724.45,1573.8,0,941724.45
2024-11-15,941724.45,1559.0,0,941724.45
2024-11-18,941724.45,1559.0,0,941724.45
2024-11-19,941724.45,1541.92,0,941724.45
2024-11-20,941724.45,1544.81,0,941724.45
2024-11-21,941724.45,1545.13,0,941724.45
2024-11-22,941724.45,1507.82,0,941724.45
2024-11-25,941724.45,1498.57,0,941724.45
2024-11-26,941724.45,1509.0,0,941724.45
2024-11-27,941724.45,1519.05,0,941724.45
2024-11-28,941724.45,1518.0,0,941724.45
