date,equity,close,shares,cash
2024-08-12,749402.02,1436.1,0,749402.02
2024-08-13,749402.02,1423.01,0,749402.02
2024-08-14,749402.02,1413.3,0,749402.02
2024-08-15,749187.99,1426.89,500,35742.99
2024-08-16,751342.99,1431.2,500,35742.99
2024-08-19,748462.99,1425.44,500,35742.99
2024-08-20,747102.99,1422.72,500,35742.99
2024-08-21,744532.99,1417.58,500,35742.99
2024-08-22,740767.99,1410.05,500,35742.99
2024-08-23,743237.99,1414.99,500,35742.99
2024-08-26,741742.99,1412.0,500,35742.99
2024-08-27,736865.35,1404.07,0,736865.35
2024-08-28,736865.35,1389.0,0,736865.35
2024-08-29,736865.35,1413.3,0,736865.35
2024-08-30,736865.35,1443.19,0,736865.35
2024-09-02,736865.35,1395.0,0,736865.35
2024-09-03,736865.35,1410.0,0,736865.35
2024-09-04,736865.35,1400.0,0,736865.35
2024-09-05,736865.35,1404.88,0,736865.35
2024-09-06,736865.35,1398.0,0,736865.35
2024-09-09,736865.35,1375.0,0,736865.35
2024-09-10,736865.35,1378.0,0,736865.35
2024-09-11,736865.35,1380.0,0,736865.35
2024-09-12,736865.35,1335.06,0,736865.35
2024-09-13,736865.35,1304.13,0,736865.35
2024-09-18,736865.35,1266.9,0,736865.35
2024-09-19,736865.35,1261.0,0,736865.35
2024-09-20,736865.35,1263.92,0,736865.35
2024-09-23,736865.35,1261.54,0,736865.35
2024-09-24,736865.35,1372.6,0,736865.35
2024-09-25,736865.35,1399.0,0,736865.35
2024-09-26,736865.35,1529.0,0,736865.35
2024-09-27,736669.84,1629.2,400,84989.84
2024-09-30,784189.84,1748.0,400,84989.84
2024-10-08,774189.84,1723.0,400,84989.84
2024-10-09,723049.84,1595.15,400,84989.84
2024-10-10,740989.84,1640.0,400,84989.84
2024-10-11,726985.84,1604.99,400,84989.84
2024-10-14,725785.84,1601.99,400,84989.84
2024-10-15,706689.84,1554.25,400,84989.84
2024-10-16,693989.84,1522.5,400,84989.84
2024-10-17,682829.84,1494.6,400,84989.84
2024-10-18,701389.84,1541.0,400,84989.84
2024-10-21,696509.84,1528.8,400,84989.84
2024-10-22,702189.84,1543.0,400,84989.84
2024-10-23,711989.84,1567.5,400,84989.84
2024-10-24,705869.84,1552.2,400,84989.84
2024-10-25,708529.84,1558.85,400,84989.84
2024-10-28,710176.04,1565.0,0,710176.04
2024-10-29,710176.04,1531.62,0,710176.04
2024-10-30,710176.04,1532.0,0,710176.04
2024-10-31,710176.04,1527.79,0,710176.04
2024-11-01,710176.04,1533.75,0,710176.04
2024-11-04,710176.04,1548.2,0,710176.04
2024-11-05,710176.04,1576.99,0,710176.04
2024-11-06,710176.04,1571.0,0,710176.04
2024-11-07,709978.14,1649.14,400,50322.14
2024-11-08,694310.14,1609.97,400,50322.14
2024-11-11,689526.14,1598.01,400,50322.14
2024-11-12,681202.14,1577.2,400,50322.14
2024-11-13,681722.14,1578.5,400,50322.14
2024-11-14,679842.14,1573.8,400,50322.14
2024-11-15,673922.14,1559.0,400,50322.14
2024-11-18,673922.14,1559.0,400,50322.14
2024-11-19,666288.35,1541.92,0,666288.35
2024-11-20,666288.35,1544.81,0,666288.35
2024-11-21,666288.35,1545.13,0,666288.35
2024-11-22,666288.35,1507.82,0,666288.35
2024-11-25,666288.35,1498.57,0,666288.35
2024-11-26,666288.35,1509.0,0,666288.35
2024-11-27,666288.35,1519.05,0,666288.35
2024-11-28,666288.35,1518.0,0,666288.35
2024-11-29,666288.35,1525.74,0,666288.35
2024-12-02,666288.35,1525.0,0,666288.35
2024-12-03,666288.35,1526.74,0,666288.35
2024-12-04,666288.35,1520.0,0,666288.35
2024-12-05,666288.35,1511.0,0,666288.35
2024-12-06,666288.35,1521.01,0,666288.35
2024-12-09,666288.35,1518.8,0,666288.35
